Destination Port,Flow IAT Mean,Flow IAT Max,Bwd Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Average Packet Size,Fwd Header Length,Packet Length Variance,Total Length of Fwd Packets,Label
18494,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21952,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48155,37.66666666666667,111.0,17699.115044247792,6.0,6.0,7.5,40,0.0,12.0,1
7221,39.0,115.0,17094.017094017094,6.0,6.0,7.5,40,0.0,12.0,1
34319,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
1133,32.666666666666664,96.0,20408.163265306124,6.0,6.0,7.5,40,0.0,12.0,1
2001,37.33333333333333,110.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
47197,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60162,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45298,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
49901,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
23403,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
16841,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
15454,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
10289,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
63172,39.0,115.0,17094.017094017094,6.0,6.0,7.5,40,0.0,12.0,1
26169,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
46518,50.0,148.0,13333.333333333336,6.0,6.0,7.5,40,0.0,12.0,1
9254,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
59275,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
30753,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
39514,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
30692,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43435,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
63696,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
64302,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48964,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26597,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
13414,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
61222,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
41194,32.333333333333336,95.0,20618.556701030928,6.0,6.0,7.5,40,0.0,12.0,1
60206,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
10477,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
49805,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
3461,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
28771,34.33333333333333,100.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
21021,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
38481,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21484,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2861,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40008,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
47100,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24755,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
42434,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
5707,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24590,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
27467,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8056,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
4425,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43520,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40546,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
62056,38.33333333333333,113.0,17391.304347826088,6.0,6.0,7.5,40,0.0,12.0,1
61316,32.666666666666664,96.0,20408.163265306124,6.0,6.0,7.5,40,0.0,12.0,1
3997,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
56899,39.33333333333333,115.0,16949.15254237288,6.0,6.0,7.5,40,0.0,12.0,1
27289,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
62813,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
39870,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8130,35.33333333333333,103.0,18867.924528301886,6.0,6.0,7.5,40,0.0,12.0,1
36400,17.0,48.0,39215.68627450981,6.0,6.0,7.5,40,0.0,12.0,1
12976,34.66666666666667,101.0,19230.76923076923,6.0,6.0,7.5,40,0.0,12.0,1
20042,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
11997,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8490,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
42025,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8170,33.0,97.0,20202.020202020205,6.0,6.0,7.5,40,0.0,12.0,1
43788,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2840,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45457,36.0,106.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
44201,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21017,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
23594,17.0,49.0,39215.68627450981,6.0,6.0,7.5,40,0.0,12.0,1
26661,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
37994,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7050,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2655,39.33333333333333,116.0,16949.15254237288,6.0,6.0,7.5,40,0.0,12.0,1
967,18.0,52.0,37037.03703703704,6.0,6.0,7.5,40,0.0,12.0,1
10393,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8218,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
44710,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
37159,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
59044,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36397,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48322,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40647,40.66666666666667,119.0,16393.442622950817,6.0,6.0,7.5,40,0.0,12.0,1
43048,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17611,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26231,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
58743,43.33333333333333,127.0,15384.615384615388,6.0,6.0,7.5,40,0.0,12.0,1
22458,38.0,112.0,17543.859649122805,6.0,6.0,7.5,40,0.0,12.0,1
55171,26.666666666666664,77.0,25000.0,6.0,6.0,7.5,40,0.0,12.0,1
51660,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
52203,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45345,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36384,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26502,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
64749,34.0,100.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
1085,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21924,17.0,49.0,39215.68627450981,6.0,6.0,7.5,40,0.0,12.0,1
51170,35.33333333333333,104.0,18867.924528301886,6.0,6.0,7.5,40,0.0,12.0,1
33274,17.666666666666664,51.0,37735.84905660377,6.0,6.0,7.5,40,0.0,12.0,1
63617,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24585,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34673,36.66666666666667,107.0,18181.81818181818,6.0,6.0,7.5,40,0.0,12.0,1
52032,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43196,38.66666666666667,113.0,17241.379310344826,6.0,6.0,7.5,40,0.0,12.0,1
62217,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17554,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
51714,27.0,79.0,24691.35802469136,6.0,6.0,7.5,40,0.0,12.0,1
32469,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
56367,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
23016,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
13918,34.66666666666667,102.0,19230.76923076923,6.0,6.0,7.5,40,0.0,12.0,1
57838,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60789,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
65313,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
62565,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
35595,33.0,97.0,20202.020202020205,6.0,6.0,7.5,40,0.0,12.0,1
7613,34.0,99.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
16944,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
3544,39.0,115.0,17094.017094017094,6.0,6.0,7.5,40,0.0,12.0,1
62601,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34795,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
16610,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7606,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
38564,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36649,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43660,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
19899,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
57692,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
32760,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
44034,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
23220,17.333333333333336,50.0,38461.53846153846,6.0,6.0,7.5,40,0.0,12.0,1
23722,18.666666666666664,53.0,35714.28571428572,6.0,6.0,7.5,40,0.0,12.0,1
42725,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60567,17.0,49.0,39215.68627450981,6.0,6.0,7.5,40,0.0,12.0,1
8975,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
55277,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
15289,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
13445,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
887,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8517,34.33333333333333,100.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
2299,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
35815,23.333333333333336,68.0,28571.42857142857,6.0,6.0,7.5,40,0.0,12.0,1
28554,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36449,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
18438,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
38588,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
52753,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
61809,38.0,112.0,17543.859649122805,6.0,6.0,7.5,40,0.0,12.0,1
7349,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26511,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
22684,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
39074,35.33333333333333,103.0,18867.924528301886,6.0,6.0,7.5,40,0.0,12.0,1
13094,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
10868,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
64893,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
56985,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43542,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45040,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
59515,40.0,118.0,16666.666666666668,6.0,6.0,7.5,40,0.0,12.0,1
22136,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26136,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
11340,36.66666666666667,108.0,18181.81818181818,6.0,6.0,7.5,40,0.0,12.0,1
60359,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48843,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36380,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
10645,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
59155,37.33333333333333,109.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
52808,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
51896,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
19397,17.666666666666664,51.0,37735.84905660377,6.0,6.0,7.5,40,0.0,12.0,1
9120,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
4209,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
57505,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
64714,37.0,108.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
43797,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
52452,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
32914,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
3964,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
57643,38.66666666666667,114.0,17241.379310344826,6.0,6.0,7.5,40,0.0,12.0,1
46568,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
6834,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43392,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
47794,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
33202,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48953,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
27897,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7091,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
54364,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
27608,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
4562,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
58744,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
57914,18.666666666666664,53.0,35714.28571428572,6.0,6.0,7.5,40,0.0,12.0,1
44077,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
63818,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24650,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
23804,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
11583,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
10821,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8106,36.0,106.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
31324,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
19840,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
1214,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
52011,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
14388,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
6170,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
30751,18.0,52.0,37037.03703703704,6.0,6.0,7.5,40,0.0,12.0,1
16419,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
29669,39.0,115.0,17094.017094017094,6.0,6.0,7.5,40,0.0,12.0,1
53044,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45731,28.333333333333336,83.0,23529.41176470588,6.0,6.0,7.5,40,0.0,12.0,1
5851,18.0,52.0,37037.03703703704,6.0,6.0,7.5,40,0.0,12.0,1
59267,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34582,41.33333333333333,122.0,16129.032258064515,6.0,6.0,7.5,40,0.0,12.0,1
4269,18.0,51.0,37037.03703703704,6.0,6.0,7.5,40,0.0,12.0,1
44385,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29719,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
42702,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
9301,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2910,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17359,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60731,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
39948,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
58626,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48019,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
37556,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
35719,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
50018,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60187,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
11677,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43502,38.0,112.0,17543.859649122805,6.0,6.0,7.5,40,0.0,12.0,1
42198,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
30512,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
35145,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
6101,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
22685,36.0,106.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
47532,41.33333333333333,121.0,16129.032258064515,6.0,6.0,7.5,40,0.0,12.0,1
38709,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
10234,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21595,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
37489,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26571,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
25711,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
23211,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
16691,21.666666666666664,62.0,30769.230769230773,6.0,6.0,7.5,40,0.0,12.0,1
5649,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
58675,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
14805,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60810,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
22412,17.666666666666668,50.0,37735.84905660377,6.0,6.0,7.5,40,0.0,12.0,1
32433,34.0,100.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
46237,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
35535,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
33351,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
62602,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
6511,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
1913,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60048,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
47632,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
50286,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34391,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
1453,29.666666666666664,87.0,22471.91011235955,6.0,6.0,7.5,40,0.0,12.0,1
17222,35.0,103.0,19047.61904761905,6.0,6.0,7.5,40,0.0,12.0,1
18166,39.66666666666667,117.0,16806.722689075632,6.0,6.0,7.5,40,0.0,12.0,1
27285,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
65287,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
55912,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29390,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
31897,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
42242,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
62837,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
3746,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29169,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
63652,39.0,114.0,17094.017094017094,6.0,6.0,7.5,40,0.0,12.0,1
53218,17.333333333333336,50.0,38461.53846153846,6.0,6.0,7.5,40,0.0,12.0,1
55437,36.33333333333333,106.0,18348.623853211007,6.0,6.0,7.5,40,0.0,12.0,1
22408,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40596,34.66666666666667,102.0,19230.76923076923,6.0,6.0,7.5,40,0.0,12.0,1
15230,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
29664,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7400,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43725,37.66666666666667,111.0,17699.115044247792,6.0,6.0,7.5,40,0.0,12.0,1
13179,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
57577,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
20390,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
42473,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
28467,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8218,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
20430,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
51745,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
25305,26.0,75.0,25641.02564102564,6.0,6.0,7.5,40,0.0,12.0,1
33719,34.66666666666667,101.0,19230.76923076923,6.0,6.0,7.5,40,0.0,12.0,1
361,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
42310,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
41814,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
59954,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
19340,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
20573,21.333333333333336,62.0,31250.0,6.0,6.0,7.5,40,0.0,12.0,1
13721,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
58655,39.66666666666667,117.0,16806.722689075632,6.0,6.0,7.5,40,0.0,12.0,1
34518,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43407,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
64373,17.666666666666668,50.0,37735.84905660377,6.0,6.0,7.5,40,0.0,12.0,1
2570,21.333333333333336,61.0,31250.0,6.0,6.0,7.5,40,0.0,12.0,1
57696,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
16925,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
15545,34.66666666666667,101.0,19230.76923076923,6.0,6.0,7.5,40,0.0,12.0,1
26092,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
4784,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36466,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43761,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24520,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7466,36.0,105.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
9006,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
44418,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
3343,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29171,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
48860,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2279,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8927,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
50822,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
64757,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
30024,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
6212,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
41845,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
364,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
37851,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
41597,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
55017,22.0,64.0,30303.030303030297,6.0,6.0,7.5,40,0.0,12.0,1
9105,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
3490,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
3628,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
53497,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60755,34.0,99.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
25749,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
14257,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
50583,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
12799,38.0,112.0,17543.859649122805,6.0,6.0,7.5,40,0.0,12.0,1
34357,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
